channel_id,name,handle,agency,discovery_source,first_discovered_at,candidate_status,already_in_frozen_cohort,evidence_strength
UC5HQtSunzJjhS-XcBdbUC6Q,Woofna ch. ,@wadogardenwoofna,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.296859+00:00,active,False,HIGH_CONFIDENCE
UC4IVinDrDxJGqolrsYSwnnw,thomashi ch. 翔真志,@thomashiproject1770,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.296912+00:00,active,False,HIGH_CONFIDENCE
UC4EiUVIMjw-SE6_6Kt0Mk-g, เช่ค้าบ 𝗟𝗨𝗖𝗛𝗘,@luche_sinclair,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.296954+00:00,active,False,MEDIUM_CONFIDENCE
UC3qnb4Sgo4QtiOi8iS7jOsQ,Kumoku Tsururu Ch. Lumina-World-End,@tsururuworldend,Lumina Live,Thai VTuber Ranking,2026-09-06T15:07:31.297022+00:00,active,False,HIGH_CONFIDENCE
UC548-tLEd7-0kgzXGeSdUtw,MIEMER,@miemerr,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.297048+00:00,unknown,False,MEDIUM_CONFIDENCE
UC5TnSrUJmrC_KFW9VLi37lA,ArrLost Ch.,@ach_newsekai,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.297076+00:00,hiatus,False,MEDIUM_CONFIDENCE
UC4P6ez9eO2Lv8Jun5zXaVMg,sSolarly Ch.,@ssolarly,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.297124+00:00,active,False,HIGH_CONFIDENCE
UC5ZH6Ynk7iBN4wJBanvhXcg,Janus ch.「TRR」,@janus_trr,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.297165+00:00,active,False,HIGH_CONFIDENCE
UC4t1p_Eg0GcjdrdctUIAaug,MAYANuT,@mayanut,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.297245+00:00,active,False,MEDIUM_CONFIDENCE
UC5hOgx6yvYrY8Rn1zaxAY1A,Zelune Noctarielle 🌙,@zelune_lunezero,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.297284+00:00,active,False,MEDIUM_CONFIDENCE
UC3sqLdjV0uxXfAzLE-fJeXw,Cresent Ansel Ch.,@cresentansel,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.297362+00:00,hiatus,False,MEDIUM_CONFIDENCE
UC5NtCgUU-vQC_GrtzSUeSZA,Gloria ch.【21PM】,@gloria21pm,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.297403+00:00,active,False,MEDIUM_CONFIDENCE
UC4sCp51x2lBXf7x2Uy_fj_A,Sistra Lyrics《 OTL 》,@sistralyrics_otl,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.297462+00:00,active,False,HIGH_CONFIDENCE
UC5VPIoY1j_x9UZSqkpwg8jw,Maya Oboro Ch.,@mayaoboroch,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.297553+00:00,hiatus,False,HIGH_CONFIDENCE
UC5iFCwUMeeZX9KLCTOIKItQ,Mirinku ,@mirinku,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.297583+00:00,hiatus,False,MEDIUM_CONFIDENCE
UC51b_p9sAVzl9PIwnVe0Wnw,Kamphee soAlone Ch. [Autumnia],@kamphee,Autumnia,Thai VTuber Ranking,2026-09-06T15:07:31.297658+00:00,active,False,HIGH_CONFIDENCE
UC5lHMQtDJF1h2-s0nCBQpoA,Somjeedbanrai【VJN】,@somjeedbanrai,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.297693+00:00,active,False,MEDIUM_CONFIDENCE
UC5cOcO_LxT0ZQ7Q2qQEM4Og,Shiba Inuri Ch.,@shibainuri,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.297743+00:00,active,False,MEDIUM_CONFIDENCE
UC5OXcxq6ab6RlhHqNyHws_w,M a l l o w  Ch.,@mallow_ham,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.297780+00:00,hiatus,False,MEDIUM_CONFIDENCE
UC5kkY1f25n1e9KYxSKVtUpg,XETSU Ch. / QURSE,@xetsuvibeent,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.297808+00:00,active,False,MEDIUM_CONFIDENCE
UC5ZB56gBvLOM3e_eVioCrCQ,Bettha Ch.,@betthach,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.297835+00:00,active,False,MEDIUM_CONFIDENCE
UC5FZBzrjJ0DQwkP6D91M-0g,ZINZIER Ch.,@zinniszier,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.297898+00:00,hiatus,False,MEDIUM_CONFIDENCE
UC4fR2AniBIratHesKgQyHiw,Nokk_tt Ch.,@n0kk_tt,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.297925+00:00,active,False,MEDIUM_CONFIDENCE
UC4CQvHd-rReEpxE43dluLYQ,X-JEVZ,@x-jevz,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.297982+00:00,active,False,MEDIUM_CONFIDENCE
UC4kKR_Kstzo__dyqZa-95Ig,King Slime VTH ,@kingslimevth,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.298131+00:00,active,False,HIGH_CONFIDENCE
UC48D7EILUGrBeffDrXXJAIQ,Langler Ch.,@langlerobite,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.298158+00:00,hiatus,False,MEDIUM_CONFIDENCE
UC4plXkAtJdWilZ7-YqWT7Zw,GINYADOM,@ginyadom,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.298199+00:00,hiatus,False,HIGH_CONFIDENCE
UC5I-HucSFSRsYl3HYMxtgEA,TiernSay,@tiernsay,Independent,Thai VTuber Ranking; Virtual YouTuber Fandom Wiki,2026-09-06T15:07:31.298246+00:00,active,False,HIGH_CONFIDENCE
UC4gflcsvblzsnCtNddgDSQA,Moia | โมเอีย 🪶,@moia_lnwza55,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.298296+00:00,active,False,MEDIUM_CONFIDENCE
UC5JlD3YtvbCaAeU3TWSpW6A,Kisa l FoxRabbitC4T,@foxrabbitc4t,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.298323+00:00,active,False,MEDIUM_CONFIDENCE
UC5wA30Tc9ONbRjj6QNinH9w,Kayo Ch. 【かよCh.】◣PLO◥,@kayoch,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.298363+00:00,active,False,MEDIUM_CONFIDENCE
UC4nsIGJlPXdVHJ61TQdEzfQ,Mariabell Rain - 雨 ,@mariabellrain,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.298464+00:00,active,False,HIGH_CONFIDENCE
UC5NrMFPWAtcfNH8ibcBlWhQ,霧死 - Kirishi,@kirishi_021,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.298496+00:00,active,False,MEDIUM_CONFIDENCE
UC4QwUkFO1_JJe_TTN5jYoyA,Atsuki丨アツキ,@inumaru_atsuki,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.298530+00:00,active,False,MEDIUM_CONFIDENCE
UC4QiJt8a2VjOnwI-0zzMsKA,Kanon Official,@kanonharunaofficial,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.298582+00:00,hiatus,False,HIGH_CONFIDENCE
UC4194MxDKFwBEFtaFbwwM7g,Sour,@soursama_,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.298646+00:00,active,False,HIGH_CONFIDENCE
UCc31qMp87wZnOpcxkQB7Prw,เบลล์ / Belle [EC19 Projekt],@belleec19projekt97,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.298715+00:00,active,False,HIGH_CONFIDENCE
UCcmmL4Bdgf1tvkAm8C57_rg,Umi Uzagi Ch.,@umiuzagi_vth,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.298766+00:00,active,False,MEDIUM_CONFIDENCE
UCbLBp0DgOr1ryQBdYp-AGcQ,Asaka Irin | Operation V Ch.,@asaka_irin,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.298863+00:00,active,False,HIGH_CONFIDENCE
UCctSbuyO_J73eUqGUesZotw,dtto's Empire,@dttosempire,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.298892+00:00,hiatus,False,MEDIUM_CONFIDENCE
UCcfkeut6fAXSfuT1AmFi2cA,Valkyrie Ch.,@cs_valkyrie,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.298925+00:00,active,False,HIGH_CONFIDENCE
UCcjjQNj_XUhM1dH9TEXEpAg,มาลัย / Malai [EC19 Projekt],@malaiec19projekt9,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.298959+00:00,active,False,HIGH_CONFIDENCE
UCcKP-pSFONm5IMA-GdikUEQ,Salvatore Ch.『 VNV 』,@salvatore_vnv,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.298995+00:00,active,False,HIGH_CONFIDENCE
UCbXO3ON6BR4-lhx5Yd4yzKA,Midori Suika,@midorisuika,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.299059+00:00,active,False,HIGH_CONFIDENCE
UCc6ilVu6_FK9y_9qMMh4WMQ,PlatinumRankWrath | V-Storyteller,@platinumrankwrath,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.299101+00:00,hiatus,False,HIGH_CONFIDENCE
UCbd5WWyYS2WBMNNxfVEBQQg,EVA THE RHINO Ch.,@evatherhino,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.299146+00:00,active,False,MEDIUM_CONFIDENCE
UCcLO1hhvvD6AKtDayqDABpA,MawMeow Channel / แมวเหมียว~,@mawmeowstudio,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.299187+00:00,hiatus,False,HIGH_CONFIDENCE
UCbbK8AskO_4tRrs0yc7bQXQ,FouruaryTH,@fouruaryth,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.299276+00:00,active,False,HIGH_CONFIDENCE
UCcKPhwmHkBGaYKBp50jPzzg,Venus Lapirus Ch.,@venuslpr,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.299340+00:00,active,False,HIGH_CONFIDENCE
UCbXZ2JNCFUc5cMWO0480grA,MAJCHA มัจฉา | DEBUT SOON,@majcha_ch,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.299374+00:00,active,False,HIGH_CONFIDENCE
UCcbMfHO8TX8mQ9LEi4zs5Zw,Gris Panthera Ch. ,@grispantherach,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.299451+00:00,active,False,HIGH_CONFIDENCE
UCcJnP0qoimAQg8L3sTJ1O_Q,MeidayV.,@meidayv.5800,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.299481+00:00,active,False,MEDIUM_CONFIDENCE
UCbXXQtmpcBI8GtO2Xg5pYuw,Donovan Ch.,@donovanch,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.299531+00:00,active,False,HIGH_CONFIDENCE
UCdGC8XH74o6QTavyXw-5q2w,HoshiNa Vtuber Ch.,@hoshinach,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.299586+00:00,active,False,HIGH_CONFIDENCE
UCbdwIhYMC977P-Fk6d0utoQ,Neoda Neviris,@nneviris,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.299613+00:00,active,False,MEDIUM_CONFIDENCE
UCdPOgLoE_grESHHrpHDNsEg,Idary tailor,@idarytailor8462,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.299657+00:00,active,False,HIGH_CONFIDENCE
UCcrJWJBgpZ1A-EoFKqRRzOg,_AiRiTk_,@_airitk_,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.299757+00:00,hiatus,False,HIGH_CONFIDENCE
UCdF31qg1W2KsKxSuSFECflA,Copper Vtuber,@copper_vtuber,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.299785+00:00,active,False,MEDIUM_CONFIDENCE
UCbHVEzb9fr8DxWPUxCAEOVQ,Sebastos | Vtuber,@sebastos_vt,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.299823+00:00,active,False,MEDIUM_CONFIDENCE
UCddeSRGyCRq2K8k_NPprI-g,Daichi Merinor ch. ◈BLB◈,@daichimerinor_blb,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.299857+00:00,active,False,HIGH_CONFIDENCE
UCd6Tzh7ZpVnCysNMt4nPjAg,Sojuu S.,@sojuusmiley,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.299898+00:00,active,False,MEDIUM_CONFIDENCE
UCcG3H4vlPyThp_yQpySo0gw,Buruki Ch,@burukivgamer,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.299963+00:00,active,False,HIGH_CONFIDENCE
UCcEeR95bngZpdswBuEWJ0DQ,QueenSkaði Ch.スカディ,@queenskaich.9439,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.300070+00:00,hiatus,False,HIGH_CONFIDENCE
UCcgDP2RmeCqW1GTms1mkUlQ,Karu Ch.【ARP】,@karu_arp,Algorhythm Project,Thai VTuber Ranking; Virtual YouTuber Fandom Wiki,2026-09-06T15:07:31.300121+00:00,active,True,MEDIUM_CONFIDENCE
UCc9W8GnDEHPNgt6eshaAvQw,Nirvana Ch.【ARP】,@nirvana_arp,Algorhythm Project,Thai VTuber Ranking,2026-09-06T15:07:31.300150+00:00,active,True,MEDIUM_CONFIDENCE
UCbzEo3V4jrYslgsDPXUV8-A,靖海 • J1ngHaii,@j1nghaii,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.300195+00:00,active,False,MEDIUM_CONFIDENCE
UCbypR_t0teWxIdrQ9i83XiQ,Lunessa Florynne Ch. Lumina-Muse,@lunessaflorynne,Lumina Live,Thai VTuber Ranking,2026-09-06T15:07:31.300255+00:00,active,False,HIGH_CONFIDENCE
UCdgjIr2R7jAjCO-62Y4nMoQ,Cyntia Ch.,@cyntiavtuber,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.300295+00:00,active,False,MEDIUM_CONFIDENCE
UCcPlWQeuFutZ8VllrN_O2YA,Ume Ch. しのはな❀梅,@umepinko,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.300414+00:00,hiatus,False,HIGH_CONFIDENCE
UCbfARUSxU4X2o5_PwjRXezw,Mira Pilula,@mirapilula8509,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.300452+00:00,hiatus,False,HIGH_CONFIDENCE
UCcFIthTrwa6N-1ri9sQZstw,Poru Ch.【ARP】,@poru_arp,Algorhythm Project,Thai VTuber Ranking,2026-09-06T15:07:31.300517+00:00,active,True,MEDIUM_CONFIDENCE
UCc3SW0RuO0pK4n1jYmDvGKw,Ariel | R.E.L's New Laboratory,@vthariel,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.300608+00:00,active,False,MEDIUM_CONFIDENCE
UCchEIVkQk2tgdHiSc0LxGJQ,Dariela,@darieladolly,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.300658+00:00,active,False,HIGH_CONFIDENCE
UCbwvKxA5KSud4jcaD5g5ukQ,Azazel the Wanderer Ch.,@oldmanazazel,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.300710+00:00,hiatus,False,MEDIUM_CONFIDENCE
UCcdu_2oQRES4yHL98BC4_fw,Souji Roy,@soujiroy,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.300785+00:00,active,False,HIGH_CONFIDENCE
UCdYlA3Qi1TnZwThS9Rb7dog,JayloNy,@jaylony,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.300811+00:00,active,True,MEDIUM_CONFIDENCE
UCbTN1R7AbdA1vICChlVDaYg,Serenno Koriel ,@serennokoriel,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.300852+00:00,active,False,MEDIUM_CONFIDENCE
UCdVlryCezLzVh74qwUfrL6Q,ฟ้อนดาวมาเล่า | Fondawl【RE:S】,@fondawl_res,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.300924+00:00,hiatus,False,HIGH_CONFIDENCE
UCbS8T1ffrgNRkvRy11KbnHQ,Grey Murasaki Vitale Ch.,@greymvitale,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.300997+00:00,active,False,MEDIUM_CONFIDENCE
UCcTGGIt4hirVXIxUHPxIvXw,Aya Leveru Ch.,@ayaleveruch,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.301050+00:00,active,False,HIGH_CONFIDENCE
UCbZDGjLa_Rc3TfPVXMR1Tog,Biscuit Blythe Ch. Pixela Destiny,@blythebiscuit,Pixela Project,Thai VTuber Ranking,2026-09-06T15:07:31.301082+00:00,active,True,MEDIUM_CONFIDENCE
UCbeaB9MoD9IyXqBshyQuNRQ,Nerumi-s,@nerumi-s,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.301110+00:00,active,True,MEDIUM_CONFIDENCE
UCcM1cUyEXYmm13DgfwXS-oQ,Mysti Ch.,@mystich04,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.301177+00:00,active,False,HIGH_CONFIDENCE
UCbfqosxk1LXHk3pW1p3G0GA,Issa,@issanumberone,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.301217+00:00,active,False,HIGH_CONFIDENCE
UC-FO1d6VYrHvbPjzr4Fuwgg,Kuronuri Inuri 【Rainbow Arc.】,@kuronuriinurirainbowarc.2572,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.301339+00:00,hiatus,False,HIGH_CONFIDENCE
UC16UwMg_siDFehWYFcjZhDQ,Kanako Ch. / 金狐カナ,@kanasomsom,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.301451+00:00,active,False,HIGH_CONFIDENCE
UC0cpWaYfZHppuIXGN6on59Q,Nisa Ch. นิสาปี้,@nisapoyo,Independent,Thai VTuber Ranking; Virtual YouTuber Fandom Wiki,2026-09-06T15:07:31.301526+00:00,active,False,HIGH_CONFIDENCE
UC0C6NAfPq2HMMqxO4hXyG-g,สุรกี้ | วีทูปเบอร์,@vanderlinde-1986,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.301601+00:00,active,False,HIGH_CONFIDENCE
UC-4w5VWWZRCK_wg9EJ-lr1w,haidan Ayso0 Ch.,@haidanayso0,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.301657+00:00,hiatus,False,HIGH_CONFIDENCE
UC-z7X8ICz1T-5gAJLgvYWCQ,【公式】HAJITABI ハジタビ,@-hajitabi,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.301730+00:00,hiatus,False,MEDIUM_CONFIDENCE
UC-8ovOIio6IUT-2DFsZvnMw,Lune&Sol Ch.,@lunesolch,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.301755+00:00,hiatus,False,MEDIUM_CONFIDENCE
UC05R2CcQn2TqvrgZRp-RF6w,Navy Lucifer | V.W.Y,@navyluciferv.w.y,V.W.Y,Thai VTuber Ranking,2026-09-06T15:07:31.301778+00:00,hiatus,False,MEDIUM_CONFIDENCE
UC0Zn4uhb90EBb5e3NlvuS1g,chika🍀,@nonokochika,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.301819+00:00,active,False,HIGH_CONFIDENCE
UC-1J1TwDCLKe2p4HVchqGiw,Mosant Ch.,@mosantxd,Independent,Thai VTuber Ranking; Virtual YouTuber Fandom Wiki,2026-09-06T15:07:31.301899+00:00,active,True,MEDIUM_CONFIDENCE
UC0HGT-zZVzNq5JGOJOGYfJA,TEDDYBEL 【Official】,@teddybel_official,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.302024+00:00,active,False,MEDIUM_CONFIDENCE
UC0C2fagfuiXuEgVCHEkJi4Q,Zenos Ch.,@zenospdr,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.302078+00:00,hiatus,False,MEDIUM_CONFIDENCE
UC-uDG_nIZg8zySZPAJ1Ex2Q,Lunette CH.,@lunette_rabbit,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.302245+00:00,active,False,HIGH_CONFIDENCE
UC0Ky1U__7T2Z5SOZCvNlJ-Q,Beariss Beam,@bearissbeam,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.302275+00:00,hiatus,True,MEDIUM_CONFIDENCE
UC0nW1honcPC62DD5Qkv3NAw,NonGField,@ngf_kb,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.302354+00:00,active,False,HIGH_CONFIDENCE
UC1ibZkqGoK8pSctzOwXUcWA,Mizuhara Yami Ch.,@mizuharayami,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.302417+00:00,active,False,HIGH_CONFIDENCE
UC19G1A17yxePMyLJqcNBN7Q,Kuroda Mikari,@mikarichannel,Independent,Thai VTuber Ranking; Virtual YouTuber Fandom Wiki,2026-09-06T15:07:31.302471+00:00,hiatus,False,HIGH_CONFIDENCE
UC-KEm4E7Yp_t0Gzix4SwkwA,Dëa Ex Δ Ch. Lumina-Muse,@deaexdelta,Lumina Live,Thai VTuber Ranking,2026-09-06T15:07:31.302575+00:00,active,False,HIGH_CONFIDENCE
UC0OQFhAPY9bgfKqi6u8MI7Q,Ryoukucha CH〖DPX〗,@ryoukuchach,DPX,Thai VTuber Ranking,2026-09-06T15:07:31.302611+00:00,active,False,MEDIUM_CONFIDENCE
UC-7KSYyqZ5FthXGj4R1nVbw,Shian Blueth,@shianblueth,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.302650+00:00,active,False,HIGH_CONFIDENCE
UC0J6pp9DfQIKE0ZP7nHq7oA,Keiler Ch.〖SSR〗,@keilerwang,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.302679+00:00,active,False,MEDIUM_CONFIDENCE
UC0XEfbSBJTqH5sH79R7ZXKw,Muay​ The Barista ,@muay_barista001,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.302723+00:00,active,False,MEDIUM_CONFIDENCE
UC0j83REEO0vmUB6UOJpC5EA,Riel Tabiji,@rieltabiji,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.302777+00:00,active,False,HIGH_CONFIDENCE
UC0WohB8vCmGDUn1q67z8kTA,NaruFay,@narufay,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.302840+00:00,active,False,HIGH_CONFIDENCE
UC-hRgpBR4P_7FAf_73rEfAA,Fina and Tier,@finaandtier,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.302910+00:00,hiatus,False,HIGH_CONFIDENCE
UC0sN779hXum_LluFaWfJjcw,Hinaree Kannari Ch. Lumina-Muse,@hinareekannari,Lumina Live,Thai VTuber Ranking,2026-09-06T15:07:31.302965+00:00,active,False,HIGH_CONFIDENCE
UC1Ow3RRt6TlD5__a3t-UYLQ,Kurosegawa Renjimaru 黒瀬川 櫺子丸 Ch.,@kurosegawarenjimaruch.,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.303032+00:00,active,False,HIGH_CONFIDENCE
UC0bsrd1M3gCF6XqT_pBobjg,P1achon,@p1achon,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.303065+00:00,active,False,MEDIUM_CONFIDENCE
UC06ZTttwwgmmMdc6ZMkOOgg,Akimoto Yuma Ch. [SOON],@akimotoyumach,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.303102+00:00,hiatus,False,HIGH_CONFIDENCE
UC-KdQvTPC9k3pLjy4Y1PBkg,Aventurine Ch,@aventurinech,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.303124+00:00,active,False,MEDIUM_CONFIDENCE
UC1FwYKHZnh2Qrj4GVbes9zQ,StunKung,@stunkung,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.303169+00:00,active,False,HIGH_CONFIDENCE
UC1W2400L97Bwe2leu7eXEzA,Khaojao,@khaojao,Independent,Thai VTuber Ranking; Virtual YouTuber Fandom Wiki,2026-09-06T15:07:31.303190+00:00,active,True,MEDIUM_CONFIDENCE
UC1893R8hjcc2zIu1KPT4MGw,Waririn Channel ⌜VZ⌟,@waririnchannel,Virtual Zeven (VZ),Thai VTuber Ranking,2026-09-06T15:07:31.303240+00:00,active,False,MEDIUM_CONFIDENCE
UC-Xb3VhAajR8bir4XpgtZNA,Caelith - ケイリス Keirisu -,@caelithhoshizora,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.303264+00:00,active,False,HIGH_CONFIDENCE
UC06xwFlEkBFdtxqV0WpVcqg,Kiaren Ch.,@kiarenuwu,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.303283+00:00,active,False,MEDIUM_CONFIDENCE
UC1_PguMZvyU9DhFVuwuUgTw,Lucala Ch.【APT】,@lucala_apt,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.303330+00:00,active,False,MEDIUM_CONFIDENCE
UC0CvHQnIDi7-Pk5nyc09EYw,Kyubi Nine キュビ ナイン,@kyubi9,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.303372+00:00,hiatus,False,HIGH_CONFIDENCE
UC0_VlKMxJuvQm5lZnG5AT4g,Yuzei Akatsuki,@yuzeiakatsuki,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.303396+00:00,active,False,HIGH_CONFIDENCE
UC-FSZsfcwy_e-gRtYr8ns5A,Kurumi Maki Ch.,@kurumi_maki,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.303424+00:00,active,False,MEDIUM_CONFIDENCE
UC-qpvnKJF0bd-r10dtgkXyg,Maybliss Blessyou Ch.,@mayblissvt,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.303488+00:00,active,False,HIGH_CONFIDENCE
UC-e-7z5tyBNm8M0XxySq0lg,Nihil Aeternum | VtuberTH 🔎,@nihil_vtuber,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.303524+00:00,active,False,MEDIUM_CONFIDENCE
UC0C_CplF_fwd1hEZuIE6VIw,Rawley Izzy G. Ch. | Graduated,@izzygch,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.303588+00:00,hiatus,True,HIGH_CONFIDENCE
UC0FTyntIoEvvpfQOe75zJXA,Marine Ch. マリン • チャリオット,@marineojou-sama,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.303670+00:00,active,False,MEDIUM_CONFIDENCE
UC-ZDJww4irljOotrkMG0FeA,˚｡ෆ Morosis ⤾,@morosisch,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.303689+00:00,active,False,MEDIUM_CONFIDENCE
UC-rl31Wigrn8iexKkpNl7jg,DolcheB,@dolcheb_ch,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.303758+00:00,active,False,MEDIUM_CONFIDENCE
UC0XMhMMHSxNWG2wz38VRpiA,Aster Kalimeris Ch.,@asterkalimeris,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.303800+00:00,hiatus,False,MEDIUM_CONFIDENCE
UC0D7SuIVLYoD1hU3dxNxdMg,Ziika ⌜VZ⌟,@mu_ziika,Virtual Zeven (VZ),Thai VTuber Ranking,2026-09-06T15:07:31.303860+00:00,active,False,HIGH_CONFIDENCE
UC0fZ_5Kil9VctNzpYo4vpLg,Tenebris D. Armis Ch. | RPG 【GRADUATED】,@tenebrisrelife,RPG,Thai VTuber Ranking,2026-09-06T15:07:31.303881+00:00,unknown,True,MEDIUM_CONFIDENCE
UC0ZulKukNQiTsA2r7dEL0OA,KiwaPawari Ch. | キワー,@kiwapawari,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.303975+00:00,active,False,HIGH_CONFIDENCE
UCklpP4KpgJdCfz4XVe0Nhvg,PeachVTB Ch.,@peachvtbch,Independent,Thai VTuber Ranking; Virtual YouTuber Fandom Wiki,2026-09-06T15:07:31.304001+00:00,hiatus,False,HIGH_CONFIDENCE
UClKKLcJYu3P7VdVVc4H8fUQ,Nicole BLANK,@nicoleblank,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.304034+00:00,active,False,HIGH_CONFIDENCE
